run_id,harderLASSO ANN,LASSO ANN
0,"([16, 30], np.float64(0.0345454072632453))","([16, 30], np.float64(0.036739915833116366))"
1,"([18, 39], np.float64(0.019841814902039717))","([18, 39], np.float64(0.019933100751929993))"
2,"([20, 43], np.float64(0.0434499070469141))","([20, 43], np.float64(0.038357881260092666))"
3,"([12, 36], np.float64(0.018832129179995185))","([12, 36], np.float64(0.016188274657678862))"
4,"([11, 21], np.float64(0.017848302849842835))","([11, 21], np.float64(0.019382580262101483))"
5,"([0, 46], np.float64(0.015207215025229625))","([0, 46], np.float64(0.013786479411877155))"
6,"([35, 49], np.float64(0.016995254087557227))","([35, 49], np.float64(0.012256675823455753))"
7,"([42, 48], np.float64(0.01169328661175976))","([42, 48], np.float64(0.011081666593271948))"
8,"([16, 32], np.float64(0.010286336365626354))","([16, 32], np.float64(0.0059287594300827745))"
9,"([12, 29], np.float64(0.017737238688889184))","([12, 29], np.float64(0.011144735689781677))"
10,"([6, 10], np.float64(0.007002248632523344))","([6, 10], np.float64(0.008293371706895675))"
11,"([37, 44], np.float64(0.026355112092492923))","([37, 44], np.float64(0.027347325421089665))"
12,"([12, 33], np.float64(0.008875706806413294))","([12, 33], np.float64(0.007727181650480814))"
13,"([7, 27], np.float64(0.006673987848822424))","([7, 27], np.float64(0.007367439345047625))"
14,"([26, 41], np.float64(0.025007796563716198))","([26, 41], np.float64(0.02259146041173601))"
15,"([46, 47], np.float64(0.022517175222530883))","([46, 47], np.float64(0.02091429138763517))"
16,"([20, 26], np.float64(0.019385117031537044))","([20, 26], np.float64(0.013399285513600322))"
17,"([42, 43], np.float64(0.02237671324342326))","([42, 43], np.float64(0.018996042001913963))"
18,"([32, 36], np.float64(0.01925540801838259))","([32, 36], np.float64(0.021527641835362557))"
19,"([11, 41], np.float64(0.020304634370216144))","([11, 41], np.float64(0.020460806637581163))"
20,"([9, 34], np.float64(0.030414250134160162))","([9, 34], np.float64(0.03127873202372311))"
21,"([4, 48], np.float64(0.013110430116448135))","([4, 48], np.float64(41.71585805602014))"
22,"([14, 49], np.float64(0.02199254557521629))","([14, 49], np.float64(0.015938592997940672))"
23,"([20, 24], np.float64(0.017873487795531252))","([20, 24], np.float64(0.018696054092490304))"
24,"([16, 34], np.float64(0.009475068642232383))","([16, 34], np.float64(0.00922574437755231))"
25,"([17, 21], np.float64(0.02163049415970271))","([17, 21], np.float64(0.01990273238879687))"
26,"([3, 38], np.float64(0.0157840545761295))","([3, 38], np.float64(0.014912735646550606))"
27,"([0, 12], np.float64(0.020788623175213145))","([0, 12], np.float64(0.011964507058052047))"
28,"([7, 13], np.float64(0.012457491191946985))","([7, 13], np.float64(0.00952995998458234))"
29,"([11, 34], np.float64(0.01735694793155819))","([11, 34], np.float64(0.016999356077231624))"
30,"([14, 49], np.float64(0.0201009262761383))","([14, 49], np.float64(0.02065378763253234))"
31,"([26, 28], np.float64(0.011248142337736607))","([26, 28], np.float64(0.011550760470167497))"
32,"([9, 45], np.float64(0.013680598395890808))","([9, 45], np.float64(0.017518649685385725))"
33,"([11, 22], np.float64(0.02229184931087857))","([11, 22], np.float64(0.022740501939593646))"
34,"([18, 26], np.float64(0.010585949877748371))","([18, 26], np.float64(0.011308168306038134))"
35,"([4, 29], np.float64(0.02248666936095724))","([4, 29], np.float64(0.02340308080647429))"
36,"([15, 40], np.float64(0.010921160137524208))","([15, 40], np.float64(0.009254779333258877))"
37,"([9, 43], np.float64(0.01607919502765117))","([9, 43], np.float64(0.016561810775184826))"
38,"([42, 49], np.float64(0.008075396669959186))","([42, 49], np.float64(0.00493513711087981))"
39,"([12, 37], np.float64(0.018247773308675927))","([12, 37], np.float64(0.020418976411436696))"
40,"([6, 9], np.float64(0.022974419487945326))","([6, 9], np.float64(0.015528273109180347))"
41,"([5, 40], np.float64(0.022801137543146985))","([5, 40], np.float64(0.021922302080991423))"
42,"([7, 38], np.float64(0.02280295104111219))","([7, 38], np.float64(0.022745948506644714))"
43,"([5, 26], np.float64(0.009640248403787086))","([5, 26], np.float64(0.009374567246228139))"
44,"([0, 26], np.float64(0.03362896589131563))","([0, 26], np.float64(0.033814220290118956))"
45,"([2, 26], np.float64(0.011439589407360657))","([2, 26], np.float64(0.010992348107297118))"
46,"([11, 29], np.float64(0.006354546718325593))","([11, 29], np.float64(0.007495764726110057))"
47,"([16, 38], np.float64(0.010054534016009586))","([16, 38], np.float64(0.008536693499284483))"
48,"([1, 40], np.float64(0.010548054631493569))","([1, 40], np.float64(0.010615864599930924))"
49,"([0, 9], np.float64(0.01171505090159539))","([0, 9], np.float64(0.010775042317157693))"
50,"([22, 36], np.float64(0.027711294953222377))","([22, 36], np.float64(0.02255970377490653))"
51,"([18, 43], np.float64(0.0196099167580047))","([18, 43], np.float64(49.1877860965831))"
52,"([12, 19], np.float64(0.013345071364540299))","([12, 19], np.float64(0.006253370487012205))"
53,"([11, 38], np.float64(0.01367352055797711))","([11, 38], np.float64(0.007234708563206665))"
54,"([33, 49], np.float64(0.010105926767125718))","([33, 49], np.float64(0.00844724412396614))"
55,"([4, 8], np.float64(0.008097298109801657))","([4, 8], np.float64(0.010488775779515078))"
56,"([18, 25], np.float64(0.009736444696354221))","([18, 25], np.float64(48.0754424361772))"
57,"([13, 28], np.float64(0.016573794047991412))","([13, 28], np.float64(0.015117045161895423))"
58,"([3, 23], np.float64(0.015735773780400544))","([3, 23], np.float64(0.008698485716676354))"
59,"([28, 47], np.float64(0.012658703868375518))","([28, 47], np.float64(0.010897293184801942))"
60,"([14, 23], np.float64(0.005506145990022704))","([14, 23], np.float64(0.004756945321492285))"
61,"([1, 4], np.float64(0.014894200583387283))","([1, 4], np.float64(0.012471169787279454))"
62,"([1, 25], np.float64(0.015314626489034694))","([1, 25], np.float64(0.011265316699719828))"
63,"([29, 48], np.float64(0.018102027088494285))","([29, 48], np.float64(0.015901531849894335))"
64,"([13, 48], np.float64(0.017895976006239763))","([13, 48], np.float64(0.011728481724906807))"
65,"([4, 19], np.float64(0.010088268119238169))","([4, 19], np.float64(0.008769741915337944))"
66,"([33, 47], np.float64(0.007911832233005378))","([33, 47], np.float64(0.005800928403764638))"
67,"([18, 27], np.float64(0.010618825606489956))","([18, 27], np.float64(0.008651032798024625))"
68,"([35, 36], np.float64(0.02062313641673638))","([35, 36], np.float64(0.0189160945092707))"
69,"([8, 13], np.float64(0.01922082403406526))","([8, 13], np.float64(0.012411132838359155))"
70,"([15, 28], np.float64(0.02066613488312579))","([15, 28], np.float64(0.023416141165163197))"
71,"([17, 31], np.float64(0.011873800722356925))","([17, 31], np.float64(0.013100660684536145))"
72,"([15, 27], np.float64(0.01208950156755843))","([15, 27], np.float64(0.013305504938425977))"
73,"([24, 43], np.float64(0.014366765859915897))","([24, 43], np.float64(0.012291474858574429))"
74,"([21, 24], np.float64(0.01184816903301882))","([21, 24], np.float64(0.00899229779006479))"
75,"([6, 30], np.float64(0.03038711756579963))","([6, 30], np.float64(0.024127031544272707))"
76,"([9, 19], np.float64(0.008328653625088478))","([9, 19], np.float64(0.007770634749441668))"
77,"([34, 38], np.float64(0.02246653532264785))","([34, 38], np.float64(0.021384722444286897))"
78,"([20, 28], np.float64(0.007990818793595911))","([20, 28], np.float64(0.00895092809835927))"
79,"([10, 18], np.float64(0.013819011635585205))","([10, 18], np.float64(0.011701224743712022))"
80,"([0, 15], np.float64(0.013078276263660642))","([0, 15], np.float64(0.01013629927017017))"
81,"([33, 35], np.float64(0.030052875137827145))","([33, 35], np.float64(0.02963513320089387))"
82,"([25, 32], np.float64(0.04579360377059515))","([25, 32], np.float64(0.04612080265286783))"
83,"([35, 41], np.float64(0.015537376973163123))","([35, 41], np.float64(0.012946311373638905))"
84,"([25, 33], np.float64(0.018104605172470565))","([25, 33], np.float64(0.013454183716475502))"
85,"([3, 12], np.float64(0.010499192132748978))","([3, 12], np.float64(0.01057345266136888))"
86,"([29, 36], np.float64(0.01812292095394709))","([29, 36], np.float64(0.01502082590193083))"
87,"([29, 44], np.float64(0.00668768023440547))","([29, 44], np.float64(0.005356811883843262))"
88,"([1, 31], np.float64(0.009634050774157629))","([1, 31], np.float64(0.010095576004446482))"
89,"([3, 23], np.float64(0.01560802934929174))","([3, 23], np.float64(0.017025794880734756))"
90,"([3, 46], np.float64(0.011178742022169319))","([3, 46], np.float64(0.010121010252535966))"
91,"([5, 8], np.float64(0.01401032358301494))","([5, 8], np.float64(0.012894366963584517))"
92,"([7, 29], np.float64(0.013029341131782474))","([7, 29], np.float64(0.012541281557881067))"
93,"([28, 49], np.float64(0.02034651744694716))","([28, 49], np.float64(0.01887033414344872))"
94,"([0, 31], np.float64(0.0216907563995934))","([0, 31], np.float64(0.01912041199493868))"
95,"([19, 23], np.float64(0.023143483925854424))","([19, 23], np.float64(0.015716454801733438))"
96,"([18, 28], np.float64(0.02338606352193021))","([18, 28], np.float64(0.024337693948608942))"
97,"([15, 16], np.float64(0.019152820162160543))","([15, 16], np.float64(0.020514423682422154))"
98,"([1, 37], np.float64(0.018942521699358922))","([1, 37], np.float64(0.018359547613833235))"
99,"([2, 3], np.float64(0.0037629227269047657))","([2, 3], np.float64(0.003750176959367412))"
